process_id,process_name,process_category,department,step_id,step_order,step_name,owner_role,system_used,monthly_volume,manual_time_minutes_per_case,waiting_time_hours_per_case,error_rate,rework_time_minutes_per_error,cost_per_hour_usd,automation_feasibility,automation_complexity,automation_time_reduction_pct,automation_error_reduction_pct,automation_waiting_time_reduction_pct,automation_setup_cost_usd,data_generated_at,manual_hours_before,rework_hours_before,total_labor_hours_before,labor_cost_before_usd,waiting_hours_total,expected_rework_time_per_case_hours,cycle_time_before_per_case_hours,normalized_labor_cost,normalized_waiting_hours,normalized_rework_hours,normalized_error_rate,bottleneck_score,bottleneck_rank,bottleneck_severity,manual_time_minutes_after,error_rate_after,waiting_time_hours_after,manual_hours_after,rework_hours_after,total_labor_hours_after,labor_cost_after_usd,waiting_hours_after_total,expected_rework_time_after_per_case_hours,cycle_time_after_per_case_hours,monthly_labor_hours_saved,annual_labor_hours_saved,monthly_labor_cost_savings_usd,annual_labor_cost_savings_usd,monthly_waiting_hours_reduced,annual_waiting_hours_reduced,cycle_time_reduction_hours_per_case,cycle_time_reduction_pct,annual_net_benefit_usd,roi_pct,payback_months,roi_classification
P004,Employee Onboarding,Human Resources,HR,P004-S02,2,Employee Data Entry,HR Coordinator,HRIS,85,36,23.54,0.1833,30,26.39,High,Medium,0.6462,0.649,0.4904,7627.5,2026-07-08 17:38:06,51.0,7.790249999999999,58.79025,1551.4746975,2000.9,0.09165,24.23165,0.1088412815990653,0.0334722550960861,0.2112289656272429,1.0,0.2403819182139473,13,Low,12.7368,0.06433829999999999,11.995984,18.0438,2.7343777499999993,20.77817775,548.3361108225,1019.65864,0.032169149999999994,12.24043315,38.01207225,456.14486700000003,1003.1385866775,12037.66304013,981.2413600000001,11774.896320000002,11.991216849999999,0.49485762834969965,4410.163040130001,57.81924667492626,7.603635331448149,Long-Term Business Case
P003,Customer Support Ticket Resolution,Customer Service,Support,P003-S04,4,Case Closure,Support Agent,CRM,1150,9,3.53,0.0699,7,17.22,High,Low,0.6847,0.6868,0.4785,3075.0,2026-07-08 17:38:06,172.5,9.37825,181.87825,3131.943465,4059.5,0.008155,3.688155,0.3190748857609056,0.1050220026074332,0.2618869128319643,0.2934579439252337,0.2395788849537248,14,Low,2.8377000000000003,0.021892680000000005,1.8408950000000002,54.38925000000001,2.937267900000001,57.32651790000001,987.1626382380001,2117.02925,0.0025541460000000006,1.8907441460000003,124.5517321,1494.6207852,2144.780826762,25737.369921143996,1942.47075,23309.648999999998,1.7974108539999998,0.48734688590907915,22662.369921143996,736.9876397119999,1.4337129284405077,Strong Business Case
P005,Document Control Renewal,Compliance,Quality,P005-S02,2,Owner Follow-up,Document Controller,Email,209,8,81.5,0.0642,13,38.43,Medium,Medium,0.4348,0.4447,0.2826,7813.5,2026-07-08 17:38:06,27.866666666666667,2.9071899999999995,30.773856666666667,1182.6393117,17033.5,0.0139099999999999,81.64724333333334,0.0597788805610411,0.5559529382978139,0.0554570539915463,0.2579439252336448,0.2374914892690645,15,Low,4.521599999999999,0.035650259999999996,58.4681,15.750239999999998,1.614362607,17.364602607,667.32167818701,12219.8329,0.007724223,58.551184223,13.409254059666669,160.91104871600004,515.31763351299,6183.81160215588,4813.667100000001,57764.00520000001,23.096059110333336,0.2828761654088097,-1629.6883978441201,-20.857341752660396,15.162492978814472,Weak Business Case
P002,Purchase Requisition Review,Procurement,Supply Chain,P002-S02,2,Budget Check,Procurement Analyst,Excel / ERP,326,12,13.65,0.0705,24,30.87,High,Medium,0.7046,0.7154,0.5232,7989.0,2026-07-08 17:38:06,65.2,9.193199999999996,74.39320000000001,2296.5180840000003,4449.900000000001,0.0281999999999999,13.8782,0.2079467872703996,0.1185909433576663,0.2559837307600286,0.297196261682243,0.2041348439562819,16,Low,3.5448,0.020064299999999997,6.50832,19.260080000000002,2.6163847199999997,21.87646472,675.3264659064,2121.71232,0.008025719999999998,6.57542572,52.516735280000006,630.2008233600001,1621.1916180936003,19454.299417123202,2328.1876800000005,27938.252160000004,7.3027742799999995,0.5262047153089017,11465.299417123202,143.51357387812246,4.927856714059788,Moderate Business Case
P002,Purchase Requisition Review,Procurement,Supply Chain,P002-S01,1,Request Intake,Buyer,Email / ERP,326,14,5.26,0.0576,30,30.87,High,Low,0.7518,0.6824,0.5109,2663.0,2026-07-08 17:38:06,76.06666666666666,9.3888,85.45546666666667,2638.010256,1714.76,0.0288,5.522133333333334,0.2533720000863277,0.0235270278771524,0.2622234627960763,0.216822429906542,0.180706365438557,17,Low,3.4747999999999997,0.01829376,2.572666,18.879746666666666,2.9818828799999997,21.861629546666666,674.8685041056,838.689116,0.00914688,2.6397262133333332,63.59383712,763.1260454400001,1963.1417518944,23557.7010227328,876.070884,10512.850608,2.8824071200000003,0.5219734740197026,20894.7010227328,784.630154815351,1.356499090007254,Strong Business Case
P006,Sales Order Entry,Sales Operations,Sales,P006-S01,1,Order Intake,Sales Coordinator,Email / CRM,381,15,6.23,0.0569,16,25.58,High,Low,0.7867,0.5413,0.5083,2690.5,2026-07-08 17:38:06,95.25,5.78104,101.03104,2584.3740032,2373.63,0.0151733333333333,6.495173333333334,0.246237317660609,0.0464270483487356,0.1471342212297631,0.2124610591900311,0.1614071788102911,18,Low,3.1995000000000005,0.02610003,3.0632910000000004,20.316825,2.651763048,22.968588048,587.53648226784,1167.1138710000002,0.006960008,3.1235760080000006,78.062451952,936.749423424,1996.83752093216,23962.05025118592,1206.5161289999999,14478.193548,3.371597325333333,0.5190927404554766,21271.55025118592,790.6169950264233,1.347380531363426,Strong Business Case
P004,Employee Onboarding,Human Resources,HR,P004-S01,1,Document Collection,HR Coordinator,Email / Forms,85,20,40.51,0.1107,22,26.39,High,Low,0.7389,0.7153,0.3959,2542.5,2026-07-08 17:38:06,28.33333333333333,3.4501500000000003,31.783483333333333,838.7661251666667,3443.35,0.04059,40.883923333333335,0.0140369457211174,0.0836067801605681,0.0727777334715687,0.5476635514018693,0.1267000444551557,19,Low,5.2219999999999995,0.031516289999999995,24.472091000000002,7.397833333333333,0.9822577049999999,8.380091038333333,221.15060250161667,2080.127735,0.011555972999999999,24.570680306333337,23.403392295,280.84070754,617.6155226650501,7411.386271980601,1363.2222649999999,16358.667179999999,16.313243027,0.39901363902860915,4868.886271980601,191.49995170031863,4.116638761002883,Moderate Business Case
P004,Employee Onboarding,Human Resources,HR,P004-S03,3,Access Request,IT Support,Ticketing System,85,18,79.34,0.0672,24,26.39,Medium,Medium,0.4701,0.2786,0.3712,7627.5,2026-07-08 17:38:06,25.5,2.2848,27.7848,733.2408720000001,6743.900000000001,0.02688,79.66688,0.0,0.1983223728685137,0.035602520137172,0.2766355140186916,0.1081125429907922,20,Low,9.5382,0.04847808,49.888992,13.51245,1.64825472,15.16070472,400.0909975608,4240.56432,0.019391231999999998,50.067353231999995,12.62409528,151.48914336,333.14987443920006,3997.7984932704007,2503.33568,30040.02816,29.59952676800001,0.37154118208219034,-3629.7015067295993,-47.58704040287904,22.895100929692894,Weak Business Case
P001,Invoice Approval,Finance,Accounts Payable,P001-S04,4,Payment Scheduling,AP Analyst,ERP,414,11,9.64,0.0314,15,18.35,Medium,Low,0.3851,0.2889,0.3893,2707.0,2026-07-08 17:38:06,75.9,3.2499,79.1499,1452.400665,3990.96,0.00785,9.831183333333334,0.0956624758171141,0.1026397915443672,0.0663896642475476,0.0535825545171339,0.0855891200263797,21,Low,6.7639,0.02232854,5.887148000000001,46.67091,2.3110038900000003,48.98191389,898.8181198815001,2437.279272,0.005582135,6.005461801666668,30.16798611,362.01583332,553.5825451184998,6642.9905414219975,1553.6807279999998,18644.168736,3.825721531666666,0.38914151043194184,3935.9905414219975,145.4004632959733,4.889966318248962,Moderate Business Case
P001,Invoice Approval,Finance,Accounts Payable,P001-S01,1,Invoice Received,AP Clerk,Email / ERP,414,6,12.27,0.0316,12,18.35,High,Low,0.6188,0.5558,0.5709,2707.0,2026-07-08 17:38:06,41.4,2.6164800000000006,44.01648,807.7024080000001,5079.78,0.00632,12.37632,0.0099048569681441,0.1404833726603221,0.046183268203206,0.054828660436137,0.0630726644430089,22,Low,2.2872,0.014036720000000003,5.2650570000000005,15.78168,1.1622404160000002,16.943920416,310.9209396336,2179.7335980000003,0.0028073440000000007,5.3059843440000005,27.072559584,324.870715008,496.7814683664001,5961.377620396801,2900.0464019999995,34800.55682399999,7.070335655999999,0.5712793185696555,3254.377620396801,120.22082084953087,5.449076047264022,Moderate Business Case
P006,Sales Order Entry,Sales Operations,Sales,P006-S04,4,Order Confirmation,Sales Coordinator,CRM / Email,381,5,10.6,0.0228,12,25.58,High,Low,0.727,0.5147,0.3702,2690.5,2026-07-08 17:38:06,31.75,1.73736,33.48736,856.6066688,4038.6,0.00456,10.687893333333331,0.0164100908698034,0.104295591588786,0.0181389265491666,0.0,0.0406599945909003,23,Low,1.3650000000000002,0.01106484,6.67588,8.667750000000002,0.8431408079999999,9.510890808000001,243.28858686864,2543.51028,0.002212968,6.700842968000001,23.976469192000003,287.71763030400007,613.31808193136,7359.81698317632,1495.08972,17941.07664,3.9870503653333307,0.3730436149562369,4669.31698317632,173.54829894727075,4.38679386645103,Moderate Business Case
P004,Employee Onboarding,Human Resources,HR,P004-S04,4,Policy Acknowledgment,HR Coordinator,HRIS / Forms,85,19,12.21,0.055,15,26.39,High,Low,0.6587,0.6134,0.6361,2542.5,2026-07-08 17:38:06,26.916666666666668,1.16875,28.085416666666667,741.1741458333333,1037.85,0.01375,12.540416666666667,0.0010552823219801,0.0,0.0,0.2006230529595015,0.0304628067566182,24,Low,6.484700000000001,0.021263000000000004,4.443219,9.186658333333334,0.45183875000000007,9.638497083333334,254.3599380291667,377.673615,0.00531575,4.556613083333334,18.446919583333333,221.363035,486.81420780416664,5841.7704936499995,660.176385,7922.11662,7.983803583333334,0.6366457985845765,3299.2704936499995,129.76481784267452,5.222731710046526,Moderate Business Case
